HABITAT_FIELD_DATA_HISTORY_ID,EVENT_SMAS_ID,HFDH_GRADIENT,HFDH_EPIFAUNAL_COVER,HFDH_EMBEDDEDNESS_POOLING,HFDH_VELOCITY_DEPTH_REGIME,HFDH_SEDIMENT_DEPOSITION,HFDH_FLOW_STATUS,HFDH_CHANNEL_ALTERATION,HFDH_RIFFLE_BEND_FREQUENCY,HFDH_LEFT_BANK_STABILITY,HFDH_RIGHT_BANK_STABILITY,HFDH_LEFT_BANK_VEG,HFDH_RIGHT_BANK_VEG,HFDH_LEFT_BANK_VEG_ZONE,HFDH_RIGHT_BANK_VEG_ZONE,HFDH_HABITAT_COMMENT,CREATE_DATE,END_DATE,UPDATE_DATE,UPDATED_BY_GUID
2375,10-BOQT-2.8_20180717,High,6,13,14,13,10,12,10,7,7,3,3,1,1,,,,,
2376,10-BOQT-10.8_20180717,High,8,0,13,18,12,19,18,8,7,8,8,4,7,,,,,
2377,10-BOQT-23.2_20180717,High,14,12,16,17,10,18,20,9,7,9,9,7,9,,,,,
2378,10-BRAY-1.5_20180717,High,18,15,10,15,7,19,16,8,8,8,9,9,10,,,,,
2379,10-BRNC-0.4_20180717,High,10,16,16,18,12,12,16,6,5,5,5,1,2,,,,,
2380,10-GCHZ-6.7_20180717,High,10,20,15,0,18,13,19,10,9,10,10,2,6,,,,,
2381,10-GCHZ-33.1_20180717,High,18,16,16,17,11,19,18,7,8,5,8,4,9,,,,,
2382,10-GRAV-2.2_20180717,High,16,17,15,15,11,19,14,9,8,8,8,8,8,,,,,
2383,10-LCHZ-2.4_20180717,High,10,10,15,17,18,15,18,10,10,10,10,4,4,,,,,
2384,10-LSAB-5.7_20180717,High,15,14,16,18,10,11,18,9,8,7,7,6,6,,,,,
2385,10-SABL-2.2_20180717,High,14,14,10,4,8,16,6,4,3,3,5,4,8,,,,,
2386,10-SABL-7.6_20180717,High,12,15,11,14,11,10,8,7,8,4,5,1,2,,,,,
2387,10-SAMN-4.2_20180717,High,15,14,15,14,14,5,12,8,7,4,4,1,2,,,,,
2388,10-SARA-0.9_20180717,High,15,17,17,15,15,18,20,9,10,9,9,4,8,,,,,
2389,10-SARA-8.5_20180717,High,14,13,17,20,20,17,20,10,10,10,10,3,8,,,,,
2390,10-SHDD-0.2_20180717,High,12,16,13,10,5,15,4,6,5,7,4,8,8,,,,,
2391,10-SOUL-1.0_20180717,High,10,14,10,6,9,18,5,9,8,9,4,9,4,,,,,
2392,10-TRAE-4.5_20180717,Low,9,10,5,14,20,20,20,10,10,10,10,10,10,,,,,
2393,10-ALDE_T15-0.6_20180718,High,20,15,16,20,20,20,20,10,10,10,10,10,10,,,,,
2394,10-CLIF-0.1_20180718,High,15,18,10,18,7,19,19,7,8,9,9,10,10,,,,,
2395,10-DART-0.1_20180718,High,18,18,10,16,16,14,14,4,8,8,4,7,3,,,,,
2396,10-GULB-0.1_20180718,High,8,14,8,12,10,8,14,4,5,3,3,1,3,,,,,
2397,10-GULB-0.6_20180718,High,14,12,15,8,14,12,20,4,5,1,10,1,10,,,,,
2398,10-JONS-0.8_20180718,High,14,12,15,19,12,16,18,7,6,3,5,2,2,,,,,
2399,10-LINC-2.6_20180718,High,16,18,15,13,14,15,17,8,9,7,9,7,9,,,,,
2400,10-LSAB-23.4_20180718,High,16,7,,14,5,18,15,8,8,9,8,10,9,,,,,
2401,10-LSAR_T10-0.3_20180718,Low,17,9,8,20,20,19,20,10,10,10,10,10,10,,,,,
2402,10-MKEN-1.4_20180718,High,10,15,15,15,14,18,17,10,10,10,10,10,10,,,,,
2403,10-NICO-1.0_20180718,High,18,17,10,18,10,,18,7,8,6,9,6,9,,,,,
2404,10-ROCY-0.1_20180718,High,15,16,14,16,13,14,17,7,8,4,2,4,2,,,,,
2405,10-SABL_E-1.9_20180718,High,14,17,15,17,15,15,16,7,9,6,9,6,10,,,,,
2406,10-SABL_E-5.8_20180718,High,14,17,15,15,15,18,18,6,8,6,7,7,6,,,,,
2407,10-SABL_E-7.6_20180718,High,15,17,18,14,13,17,14,8,7,6,7,5,7,,,,,
2408,10-SABL_E-13.5_20180718,High,15,17,18,16,12,19,,7,8,8,8,10,6,,,,,
2409,10-SABL_E-17.2_20180718,High,15,12,17,,18,15,18,6,8,8,5,7,3,,,,,
2410,10-SABL_E-22.9_20180718,High,12,12,12,15,8,14,16,5,4,5,6,1,2,,,,,
2411,10-SABL_E_T18-0.1_20180718,High,,,,,,,,,,,,,,,,,,
2412,10-SABL_W-25.6_20180718,High,17,10,15,14,10,14,18,7,7,6,6,6,6,,,,,
2413,10-TWOB-1.3_20180718,High,10,14,15,15,20,15,17,10,10,8,8,5,5,,,,,
2414,10-TWOB-3.6_20180718,Low,10,12,15,18,17,17,16,6,6,8,8,10,10,,,,,
2415,10-WESB-1.4_20180718,High,20,13,20,16,19,20,20,10,10,8,10,10,10,,,,,
2416,10-BISH-0.6_20180719,Low,13,13,13,6,14,13,14,7,7,6,6,8,8,,,,,
2417,10-CMIL-3.3_20180719,Low,10,12,10,13,11,14,14,9,9,8,8,9,8,,,,,
2418,10-HALF_T2-4.3_20180719,High,8,10,5,7,4,16,9,8,8,7,7,9,9,,,,,
2419,10-HUDD-0.2_20180719,High,14,12,11,15,16,8,18,5,6,2,0,1,0,,,,,
2420,10-LCHM_T117-1.0_20180719,High,12,16,6,13,6,14,15,8,7,9,4,10,3,,,,,
2421,10-LCHU-2.0_20180719,High,15,14,18,17,20,15,20,10,10,10,10,4,2,,,,,
2422,10-LGEO_T62-0.2_20180719,High,14,18,12,12,8,8,12,7,7,5,5,2,2,,,,,
2423,10-LGLN-0.5_20180719,Low,12,12,10,8,10,15,13,4,7,9,5,9,5,,,,,
2424,10-MILC-3.6_20180719,High,12,10,15,14,15,18,20,3,2,2,3,10,10,,,,,
2425,10-NBAY-6.5_20180719,High,20,15,20,12,8,18,20,10,7,10,7,10,10,,,,,
2426,10-PUTM-4.5_20180719,High,15,18,20,20,6,18,20,7,5,9,6,5,3,,,,,
2427,10-PUTM-13.2_20180719,High,15,10,13,7,,19,17,7,9,5,9,6,9,,,,,
2428,10-ROUT-1.3_20180719,Low,17,14,4,8,16,,12,9,9,3,3,1,1,,,,,
2429,10-SMIB-0.5_20180719,High,10,10,12,10,12,6,14,0,7,0,6,0,4,,,,,
2430,10-WSBR-0.2_20180719,High,14,16,12,18,15,8,15,6,5,2,2,1,1,,,,,
2431,13-WQUAS-9.8_20180724,High,,17,13,13,20,12,13,9,8,4,7,4,8,,,,,
2432,13-WQUAS-13.2_20180724,High,13,11,10,15,10,18,15,7,6,9,9,9,4,,,,,
2433,07-BSWP-1.3_20180731,High,15,16,10,16,14,14,19,8,8,9,8,9,9,,,,,
2434,07-CAYG-1.1_20180731,High,,12,15,8,15,13,9,8,7,6,3,8,3,,,,,
2435,07-GROU-1.5_20180731,High,11,16,11,18,15,7,18,9,10,10,2,7,2,,,,,
2436,07-SKAT_T2-0.1_20180731,High,8,7,11,15,14,5,15,8,7,7,6,3,3,,,,,
2437,07-SKAT_T89-0.2_20180731,High,9,17,10,11,9,10,14,7,6,7,5,9,7,,,,,
2438,07-AIND-1.6_20180801,High,14,17,9,13,6,20,16,8,7,8,10,8,10,,,,,
2439,07-KDIG-10.4_20180801,Low,13,12,5,17,8,18,7,10,10,8,3,3,2,,,,,
2440,07-KEUK-0.3_20180801,High,13,14,10,11,9,11,12,9,8,9,9,9,8,,,,,
2441,07-KEUK-1.5_20180801,High,12,15,16,15,13,17,14,7,8,6,9,9,10,,,,,
2442,07-KEUK_T3-1.0_20180801,Low,9,4,4,12,8,11,6,7,7,1,1,1,1,,,,,
2443,07-KEUK_T6-1.0_20180801,Low,10,12,17,13,6,18,15,7,5,2,2,1,1,,,,,
2444,07-KNDA-1.4_20180801,High,12,17,9,18,3,19,16,9,7,8,6,8,6,,,,,
2445,07-REED-0.1_20180801,Low,13,17,13,17,13,13,14,8,7,1,4,0,4,,,,,
2446,07-REED-2.3_20180801,High,9,17,7,13,6,10,14,8,5,9,3,10,3,,,,,
2447,07-JACB-1.9_20180802,High,11,18,14,14,12,13,11,6,6,3,3,2,1,,,,,
2448,07-KEUK-3.4_20180802,High,16,18,14,18,15,18,19,9,10,8,9,4,8,,,,,
2449,07-KEUK-6.7_20180802,High,10,15,15,19,19,15,17,9,10,9,10,7,7,,,,,
2450,06-ABEL-0.2_20180807,High,15,17,13,10,14,9,18,7,3,6,7,3,1,,,,,
2451,06-BEVR-1.5_20180807,High,8,19,10,14,11,13,14,8,8,4,4,3,2,,,,,
2452,06-CHAS-0.7_20180807,High,12,17,12,17,13,14,17,8,6,9,9,5,8,,,,,
2453,06-DILA_W_T6-1.8_20180807,High,10,13,5,15,12,14,16,8,9,9,8,2,2,,,,,
2454,06-DRYT-1.4_20180807,High,14,14,15,18,17,17,20,9,5,9,5,5,3,,,,,
2455,06-FACT-3.2_20180807,High,13,17,14,20,20,18,17,10,10,8,10,0,6,,,,,
2456,06-HAIT-0.1_20180807,High,12,15,10,19,17,17,20,10,10,10,10,8,3,,,,,
2457,06-HAWL-1.9_20180807,High,7,17,10,12,11,17,6,10,9,8,6,10,3,,,,,
2458,06-HUNC-1.5_20180807,High,16,16,10,14,7,14,15,6,6,5,5,5,6,,,,,
2459,06-NANG_W-0.3_20180807,High,5,9,3,,18,15,6,8,10,7,10,1,3,,,,,
2460,06-NING_T4-1.2_20180807,High,15,14,18,18,17,19,20,9,10,10,10,3,1,,,,,
2461,06-NVUS_T28-3.5_20180807,High,18,17,11,17,14,18,18,6,7,2,4,2,4,,,,,
2462,06-NWIN-0.2_20180807,High,10,10,3,4,7,6,17,9,8,6,7,0,0,,,,,
2463,06-OTGO_W-3.5_20180807,High,14,15,16,17,12,20,18,7,7,9,6,8,3,,,,,
2464,06-PAYN-0.4_20180807,High,14,13,6,10,10,18,5,7,5,7,3,8,2,,,,,
2465,06-PERK-1.2_20180807,High,10,15,6,18,12,7,18,3,3,3,3,1,1,,,,,
2466,06-PLEA-1.5_20180807,High,13,18,15,17,10,17,13,8,8,8,8,10,10,,,,,
2467,06-PLES-4.7_20180807,High,9,4,14,13,10,16,14,6,10,1,9,1,10,,,,,
2468,06-SLEB-6.3_20180807,High,16,15,15,12,20,20,13,10,10,10,10,5,5,,,,,
2469,06-TALE-0.6_20180807,High,14,14,15,14,13,17,16,9,7,6,10,9,10,,,,,
2470,06-USSQ-154.7_20180807,High,18,15,15,15,12,12,10,5,7,6,6,2,4,,,,,
2471,06-WACT_E-4.3_20180807,High,14,15,15,16,14,14,12,7,8,5,7,1,6,,,,,
2472,06-WHAR-13.9_20180807,High,12,18,15,13,12,19,8,7,8,8,8,9,10,,,,,
2473,06-CATA-1.7_20180808,High,9,14,9,15,20,17,12,10,10,10,10,3,3,,,,,
2474,06-CAYU-2.1_20180808,High,14,15,10,17,15,14,13,8,8,8,6,8,5,,,,,
2475,06-CAYU-8.5_20180808,High,15,17,15,13,14,12,10,10,7,4,9,4,8,,,,,
2476,06-CORL-0.3_20180808,High,12,15,9,13,20,9,11,7,6,6,7,5,4,,,,,
2477,06-ELLS-1.0_20180808,High,5,17,13,16,11,11,16,5,3,7,5,5,3,,,,,
2478,06-FIVS-2.2_20180808,High,14,13,12,13,15,17,12,8,8,8,9,10,10,,,,,
2479,06-GEEB-2.2_20180808,High,11,15,13,8,10,12,14,4,6,6,6,2,4,,,,,
2480,06-GENE-11.2_20180808,High,19,14,20,16,17,14,15,9,9,7,9,3,7,,,,,
2481,06-GENE-23.0_20180808,High,10,15,8,14,14,10,12,5,5,7,7,6,4,,,,,
2482,06-JAKC-0.4_20180808,High,11,17,12,12,11,13,14,9,9,5,8,3,9,,,,,
2483,06-MDUF-2.7_20180808,High,20,19,10,18,14,20,20,8,5,10,9,10,9,,,,,
2484,06-MICI-3.7_20180808,High,10,18,10,12,6,14,14,7,5,9,2,10,2,,,,,
2485,06-MUDO-1.3_20180808,High,16,15,16,11,15,18,14,6,6,9,9,8,10,,,,,
2486,06-NANG_T26-1.3_20180808,High,8,17,5,15,17,9,15,7,7,4,4,1,1,,,,,
2487,06-OTTC-0.2_20180808,High,11,,6,15,11,6,16,10,7,2,1,1,1,,,,,
2488,06-OWGO_W_T2-0.1_20180808,High,,,,,,,,,,,,,,,,,,
2489,06-PAGE-8.7_20180808,High,13,0,0,0,20,10,10,9,9,5,8,7,3,,,,,
2490,06-PONY-0.2_20180808,High,15,18,16,11,13,14,13,8,6,6,4,7,4,,,,,
2491,06-PRCK-3.2_20180808,High,17,17,15,5,4,15,14,6,1,7,2,10,1,,,,,
2492,06-PROP-0.1_20180808,High,10,17,10,20,20,17,17,9,7,9,7,1,4,,,,,
2493,06-SUSQ-6.9_20180808,High,13,15,5,15,20,13,4,9,9,2,8,2,7,,,,,
2494,06-TOGH-29.8_20180808,High,18,12,16,15,18,17,11,9,9,8,8,8,6,,,,,
2495,06-TOGH_E-0.1_20180808,High,17,15,20,16,20,14,15,10,10,8,8,5,5,,,,,
2496,06-BTNT-12.0_20180809,High,6,3,8,7,8,15,1,1,1,3,3,2,2,,,,,
2497,06-BTNT_T6_1-1.0_20180809,High,18,15,12,18,14,20,16,6,7,9,10,8,8,,,,,
2498,06-DILA-5.4_20180809,High,16,12,18,5,15,10,6,6,8,8,3,3,3,,,,,
2499,06-EDDY-3.6_20180809,High,18,17,17,15,18,14,15,10,9,10,7,10,10,,,,,
2500,06-GREA_W-1.1_20180809,High,14,11,14,12,20,20,20,10,10,10,10,10,10,,,,,
2501,06-LYON-0.3_20180809,High,13,9,,10,20,17,20,10,10,10,10,7,7,,,,,
2502,06-NVUS-0.9_20180809,High,12,17,14,13,15,10,10,5,5,5,5,1,1,,,,,
2503,06-NVUS-6.4_20180809,High,15,14,13,17,18,17,10,7,7,7,7,8,6,,,,,
2504,06-OTGO-10.8_20180809,High,9,11,9,7,12,12,7,5,4,3,4,4,4,,,,,
2505,06-YALE-3.4_20180809,High,18,16,20,17,20,20,20,10,9,10,8,10,10,,,,,
2506,06-YALE-5.4_20180809,High,9,16,6,19,20,12,20,10,10,9,9,8,8,,,,,
2507,15-RAMA-1.1_20180821,High,16,13,15,15,20,16,18,10,10,10,10,7,3,,,,,
2508,15-RAMA-4.8_20180821,High,19,17,20,20,20,18,13,10,10,10,10,6,5,,,,,
2509,15-RAMA-11.8_20180821,High,15,14,15,20,20,20,4,7,7,9,9,10,10,,,,,
2510,15-RAMA-13.3_20180821,High,10,15,15,20,18,5,16,6,6,6,6,2,1,,,,,
2511,15-RAMA-16.1_20180821,High,20,3,18,14,19,17,10,4,6,8,8,10,10,,,,,
2512,15-RAMA-16.5_20180821,High,15,13,20,20,20,18,19,10,10,10,10,10,10,,,,,
2513,04-MILH-0.1_20180822,High,6,10,11,5,18,13,13,5,6,3,2,3,1,,,,,
2514,04-MILH-0.9_20180822,High,15,18,10,13,11,13,18,2,8,4,5,7,8,,,,,
2515,04-OATK-4.2_20180822,High,15,14,16,13,18,19,12,7,8,10,10,10,10,,,,,
2516,04-OATK-5.8_20180822,High,11,15,14,13,18,12,11,8,6,9,8,10,7,,,,,
2517,04-OATK_T17-0.2_20180822,High,8,14,11,14,15,12,13,7,7,2,2,2,4,,,,,
2518,04-OATK_T17-0.4_20180822,High,5,13,9,6,19,12,15,4,7,2,2,2,2,,,,,
2519,15-RAMA-16.8_20180822,High,12,12,9,17,20,8,9,7,7,3,4,1,2,,,,,
2520,15-RAMA-18.6_20180822,High,15,15,18,16,12,12,10,8,5,3,6,5,5,,,,,
2521,15-RAMA_T25_3-0.2_20180822,High,11,12,16,15,20,10,12,10,10,10,10,7,10,,,,,
2522,15-RAMA_T25_3-0.3_20180822,High,16,12,12,10,15,4,15,6,8,8,8,3,8,,,,,
2523,05-COHO-7.4_20180823,High,,,5,,20,18,,7,8,6,8,4,8,,,,,
2524,05-COHO-11.1_20180823,High,,,5,,20,13,,8,8,3,10,3,9,,,,,
2525,05-COHO-17.3_20180823,High,,,5,,20,15,,8,8,3,4,3,6,,,,,
2526,05-COHO-23.6_20180823,High,,,,,20,,,8,8,4,4,4,4,,,,,
2527,04-WCOTN-0.2_20180823,High,8,16,13,5,20,13,15,1,5,2,7,3,8,,,,,
2528,04-WCOTN-0.5_20180823,High,13,14,11,14,20,12,14,8,8,6,6,4,6,,,,,
2529,13-DWAR-2.0_20180827,High,17,17,15,17,17,18,17,9,8,7,7,7,6,,,,,
2530,13-GUNK-0.4_20180827,High,18,11,19,15,17,15,18,9,7,9,5,8,4,,,,,
2531,13-GUNK-37.7_20180827,High,11,15,10,,19,8,9,7,7,5,4,5,5,,,,,
2532,13-GUNK-40.3_20180827,High,10,15,2,6,18,17,0,9,7,7,8,6,9,,,,,
2533,13-GUNK_T35-0.2_20180827,High,15,11,10,16,19,16,13,9,9,4,10,5,10,,,,,
2534,13-LGUN-6.0_20180827,High,9,20,10,11,19,19,13,7,9,4,,9,,,,,,
2535,13-MASO-0.2_20180827,High,17,18,14,17,17,17,16,7,7,6,6,2,2,,,,,
2536,13-MONH-0.4_20180827,High,15,14,13,15,19,16,14,6,7,8,5,7,6,,,,,
2537,13-MONH-4.1_20180827,High,,13,10,16,17,17,18,6,7,8,2,9,3,,,,,
2538,13-PKIL-0.4_20180827,High,15,17,13,14,11,14,14,5,5,8,4,7,3,,,,,
2539,13-SWAK-1.7_20180827,High,11,14,14,17,14,16,17,8,8,7,7,8,8,,,,,
2540,13-TINW-0.5_20180827,High,12,16,10,11,18,15,10,5,7,7,8,9,9,,,,,
2541,13-WALK-19.0_20180827,High,15,19,13,10,17,11,13,8,8,5,5,5,2,,,,,
2542,13-WALK-22.8_20180827,High,14,14,11,13,20,12,13,8,9,5,6,3,5,,,,,
2543,13-WALK-26.9_20180827,High,,12,15,16,19,20,6,9,9,8,3,9,1,,,,,
2544,13-WALK-29.9_20180827,High,11,16,10,18,20,19,8,7,7,10,7,10,4,,,,,
2545,13-WALK-35.6_20180827,Low,11,12,18,17,19,19,9,9,7,8,6,9,6,,,,,
2546,13-WALK-44.4_20180827,High,15,14,8,16,20,14,15,8,6,5,6,5,6,,,,,
2547,13-WKLEI-0.6_20180827,Low,5,5,5,6,12,15,7,2,2,9,8,9,6,,,,,
2548,13-POCH-1.8_20180828,High,13,11,5,12,20,15,5,8,6,4,4,3,5,,,,,
2549,13-QKER-0.9_20180828,Low,5,5,4,10,15,10,13,8,8,7,7,4,4,,,,,
2550,13-RIOG-0.7_20180828,Low,17,,14,15,15,16,13,6,6,6,6,4,4,,,,,
2551,13-RUTG-1.5_20180828,High,15,17,15,16,20,13,13,4,8,4,8,5,7,,,,,
2552,13-WALK-46.6_20180828,High,13,,,5,15,13,10,7,7,,8,7,8,,,,,
2553,13-WCHEE-0.6_20180828,High,11,17,13,13,19,17,14,9,7,5,4,6,4,,,,,
2554,09-REGI-2.3_20180830,Low,13,15,5,11,15,14,10,9,9,7,4,8,4,,,,,
2555,09-REGI-2.7_20180830,High,16,12,6,12,16,19,9,10,9,6,7,4,4,,,,,
2556,09-REGI-2.8_20180830,High,13,16,18,18,14,11,15,8,8,4,5,3,2,,,,,
2557,09-REGI-3.1_20180830,High,10,17,3,15,18,17,2,8,8,10,8,10,5,,,,,
2558,09-REGI-3.3_20180830,High,14,14,15,14,12,15,10,8,9,7,8,10,10,,,,,
2559,09-REGI-4.0_20180830,High,15,12,13,12,13,14,10,6,9,5,7,1,9,,,,,
2560,09-REGI-7.8_20180830,High,13,15,17,15,16,13,14,9,9,10,8,10,7,,,,,
2561,15-RAMA-16.8_20180906,High,12,8,7,10,15,15,5,8,6,4,6,2,3,,,,,
2562,15-RAMA-18.6_20180906,High,15,15,16,16,8,15,16,6,5,6,8,6,8,,,,,
2563,13-WALK-44.4_20180906,High,13,13,11,14,19,14,13,8,8,5,6,5,7,,,,,
2564,17-BRNX-5.6_20180911,High,4,7,10,,20,14,,5,5,4,4,4,5,,,,,
2565,17-BRNX-12.3_20180911,High,17,14,10,20,20,13,5,10,10,9,10,3,2,,,,,
2566,17-BRNX-17.3_20180911,High,15,10,17,12,20,10,,8,8,8,8,10,10,,,,,
2567,17-BVBR-0.3_20180911,High,13,19,10,11,17,20,13,8,8,10,9,10,9,,,,,
2568,17-BYRM-1.3_20180911,High,6,10,15,6,20,20,5,10,3,8,4,8,10,,,,,
2569,17-CONQ-1.4_20180911,High,18,15,15,10,17,17,13,8,8,9,10,10,10,,,,,
2570,17-CSHA-1.9_20180911,High,5,20,6,6,17,5,10,9,6,7,5,4,8,,,,,
2571,17-LEMN-1.3_20180911,High,8,12,11,11,9,9,14,6,6,3,2,0,1,,,,,
2572,17-MAMR-0.3_20180911,High,10,15,6,18,20,10,12,9,,8,7,8,7,,,,,
2573,17-MAMR-6.7_20180911,High,16,13,20,11,20,9,20,8,7,8,8,2,10,,,,,
2574,17-MAMR_T12-0.7_20180911,High,17,10,20,13,20,13,20,10,10,5,9,2,10,,,,,
2575,17-MILR-5.3_20180911,High,3,16,3,6,20,3,8,8,8,2,2,2,2,,,,,
2576,17-NISS-6.0_20180911,High,1,19,3,3,8,10,5,8,8,9,9,10,10,,,,,
2577,17-RARI_T50-0.2_20180911,High,8,15,12,8,7,14,13,7,7,7,7,3,3,,,,,
2578,17-RATT-0.1_20180911,Low,16,13,12,11,20,10,10,7,8,8,9,4,5,,,,,
2579,17-BLND-3.4_20180912,High,10,10,7,19,20,1,17,10,9,0,3,0,1,,,,,
2580,17-CARL-1.8_20180912,Low,13,13,11,7,14,10,13,9,9,5,8,4,6,,,,,
2581,17-CARM-9.0_20180912,High,19,19,19,19,19,19,19,9,9,10,10,10,10,,,,,
2582,17-EMED-0.4_20180912,Low,13,5,5,9,12,4,6,8,8,5,5,1,1,,,,,
2583,17-GREN-0.4_20180912,High,11,19,10,13,14,12,17,8,5,4,7,5,7,,,,,
2584,17-LREL_T8-0.5_20180912,High,17,19,16,20,20,17,17,10,10,7,10,2,8,,,,,
2585,17-MASS-1.2_20180912,High,8,15,9,12,16,10,11,6,8,2,7,1,8,,,,,
2586,17-MIAN-13.3_20180912,High,17,13,20,13,20,15,15,10,7,10,8,10,10,,,,,
2587,17-MIAN-14.2_20180912,Low,12,12,10,15,19,13,19,9,9,10,9,10,5,,,,,
2588,17-MIAN_E_T5-0.4_20180912,High,8,3,7,10,19,11,5,9,9,10,10,10,7,,,,,
2589,17-MILI-2.9_20180912,High,16,17,20,20,20,11,20,10,10,4,7,0,7,,,,,
2590,17-OROW-0.6_20180912,Low,16,13,10,14,17,10,8,8,8,9,6,5,3,,,,,
2591,17-OROW-2.0_20180912,Low,13,9,6,8,9,16,13,8,9,8,7,7,3,,,,,
2592,17-PACH-0.4_20180912,High,7,0,8,3,19,2,1,10,10,3,1,0,1,,,,,
2593,17-PECN-7.6_20180912,High,7,9,12,5,19,10,1,6,7,9,8,2,3,,,,,
2594,17-PECN-12.4_20180912,Low,16,14,8,18,20,20,10,10,10,10,10,10,10,,,,,
2595,17-PECN_T6-0.8_20180912,High,19,14,10,14,18,19,19,10,10,10,10,10,10,,,,,
2596,17-PENA-1.4_20180912,Low,14,12,8,8,16,10,11,9,10,7,5,4,2,,,,,
2597,17-SAMP-0.4_20180912,Low,13,9,7,6,12,10,7,10,9,7,8,2,4,,,,,
2598,17-SANT-1.7_20180912,Low,14,12,11,16,17,8,6,6,4,6,2,5,1,,,,,
2599,17-SISO_T2-0.2_20180912,High,20,8,20,20,20,19,18,10,10,10,10,10,10,,,,,
2600,17-SWML-1.4_20180912,Low,7,6,1,1,15,12,6,9,9,9,9,9,2,,,,,
2601,17-TUTL-2.1_20180912,High,5,5,,4,13,3,9,8,8,6,6,4,4,,,,,
2602,17-VALL-2.2_20180912,High,3,18,2,3,15,2,0,9,9,0,0,0,0,,,,,
2603,11-DURG-0.2_20180919,High,20,19,17,18,15,20,17,9,10,10,10,10,10,,,,,
2604,09-STRB-0.2_20180919,High,19,18,7,18,10,20,18,10,10,10,10,10,10,,,,,
2605,08-BUCC-0.1_20180920,High,20,16,14,10,8,20,17,10,10,10,10,10,10,,,,,
2606,08-INDY-6.7_20180920,High,13,14,16,12,14,14,17,4,7,9,7,10,6,,,,,
2607,12-LDUAN_T1-0.1_20180920,High,14,14,10,17,15,12,13,10,10,3,6,1,4,,,,,
2608,14-BISC-0.7_20180921,High,19,14,19,14,18,20,16,7,7,9,9,10,10,,,,,
2609,14-UNVR-51.0_20180921,High,13,16,15,14,17,19,18,9,8,10,9,10,9,,,,,
2610,14-BUSH-0.6_20181025,High,15,18,14,16,13,12,17,5,7,8,6,9,7,,,,,
2611,13-PATS-0.5_20190709,High,10,6,5,15,15,14,17,4,4,6,6,3,3,,,,,
2612,13-PATS-1.3_20190709,High,14,6,11,17,17,8,15,7,7,8,8,6,6,,,,,
2613,13-PATS-1.8_20190709,High,11,11,5,17,20,7,12,7,10,9,0,10,0,,,,,
2614,06-GREA_T1-0.3_20190711,High,,15,16,13,14,19,20,7,8,7,7,10,9,,,,,
2615,06-NANG_T65_2-0.1_20190711,High,15,10,11,10,16,13,20,5,5,6,6,10,4,,,,,
2616,06-SANG_Tb-0.1_20190711,High,13,12,5,8,5,3,5,3,5,2,7,0,0,,,,,
2617,06-WACT_E_T4-0.5_20190711,High,6,11,7,7,3,2,5,6,0,7,0,0,4,,,,,
2618,06-WACT_T3-0.2_20190711,High,13,13,15,10,17,14,12,5,5,5,6,10,1,,,,,
2619,05-BULK-1.8_20190716,High,15,9,15,16,15,17,14,7,6,8,8,5,2,,,,,
2620,05-BWIN_T7_T2-0.4_20190716,High,17,15,8,15,6,17,17,4,6,6,6,4,2,,,,,
2621,05-CATH_T9_3a-0.5_20190716,High,3,6,3,3,1,10,2,7,7,8,8,4,3,,,,,
2622,07-DUCH-0.3_20190716,High,17,18,18,18,18,18,19,9,9,9,9,8,9,,,,,
2623,05-LATA-2.1_20190716,High,6,12,6,12,18,17,15,10,10,2,3,5,2,,,,,
2624,05-MCCO-0.1_20190716,High,19,17,19,18,16,20,20,8,8,10,10,10,10,,,,,
2625,07-OWAL_T46-0.1_20190716,High,17,18,13,18,18,19,19,9,8,9,8,3,2,,,,,
2626,07-OWAL_T9-0.1_20190716,High,14,15,9,10,14,17,16,8,7,7,8,4,4,,,,,
2627,07-OWLI-3.0_20190716,High,14,17,15,13,19,17,18,6,6,8,9,5,4,,,,,
2628,07-SCKR-0.1_20190716,High,15,16,6,16,7,,13,9,10,7,7,7,8,,,,,
2629,07-VENE-1.5_20190716,High,10,11,6,12,18,18,4,9,9,9,9,9,3,,,,,
2630,07-BSWP-0.1_20190717,High,18,17,16,12,16,17,19,7,8,9,3,9,2,,,,,
2631,04-COHO_T41-0.1_20190717,High,4,8,4,4,15,17,20,10,10,10,10,2,5,,,,,
2632,07-CTLE-0.1_20190717,High,10,10,9,18,15,5,17,9,9,4,4,1,1,,,,,
2633,05-EASC-0.1_20190717,High,10,11,9,12,11,14,17,9,8,8,7,4,1,,,,,
2634,04-GRIM-6.3_20190717,High,17,14,16,15,20,20,20,10,10,10,10,5,8,,,,,
2635,07-GROU-1.5_20190717,High,20,17,19,18,17,19,19,9,9,9,8,9,5,,,,,
2636,04-MILD_T7-0.3_20190717,High,13,12,14,17,20,12,20,10,10,10,10,1,1,,,,,
2637,05-POST_T7-0.3_20190717,High,12,14,15,15,4,15,20,7,3,8,5,1,10,,,,,
2638,07-REED-0.1_20190717,High,16,17,12,7,10,20,16,10,6,9,9,5,5,,,,,
2639,04-SAMO-1.7_20190717,High,15,11,15,13,20,17,20,10,10,10,10,6,10,,,,,
2640,07-SKAT_T2-0.1_20190717,High,18,11,18,17,16,14,17,,7,10,,9,9,,,,,
2641,07-SKAT_T5-0.1_20190717,High,19,,18,17,10,16,18,8,6,9,9,9,9,,,,,
